Tiempo, LAP, Signal,Distancia
00:53.6, 8e276b,-59,20
00:53.7, 8e276b,-71,20
00:53.7, 8e276b,-78,20
00:53.8, 8e276b,-63,20
00:53.8, 8e276b,-67,20
00:53.9, 8e276b,-70,20
00:54.3, 8e276b,-66,20
00:54.7, 8e276b,-41,20
00:55.3, 8e276b,-66,20
00:55.7, 8e276b,-65,20
00:55.7, 8e276b,-66,20
00:55.7, 8e276b,-65,20
00:55.7, 8e276b,-55,20
00:56.1, 8e276b,-65,20
00:56.5, 8e276b,-66,20
00:56.6, 8e276b,-63,20
00:57.2, 8e276b,-76,20
00:57.6, 8e276b,-70,20
00:57.6, 8e276b,-70,20
00:57.6, 8e276b,-71,20
00:57.7, 8e276b,-63,20
00:57.7, 8e276b,-64,20
00:57.8, 8e276b,-71,20
00:57.8, 8e276b,-70,20
00:57.9, 8e276b,-63,20
00:58.0, 8e276b,-72,20
00:58.0, 8e276b,-66,20
00:58.3, 8e276b,-67,20
00:58.4, 8e276b,-72,20
00:58.7, 8e276b,-66,20
00:58.8, 8e276b,-65,20
00:59.3, 8e276b,-76,20
00:59.6, 8e276b,-64,20
00:59.7, 8e276b,-74,20
00:59.7, 8e276b,-74,20
01:00.0, 8e276b,-65,20
01:00.0, 8e276b,-65,20
01:00.1, 8e276b,-74,20
01:01.1, 827b65,-65,20
01:01.1, 827b65,-65,20
01:01.3, 827b65,-65,20
01:02.0, 827b65,-65,20
01:02.1, 827b65,-64,20
01:02.1, 827b65,-63,20
01:02.2, 827b65,-67,20
01:02.2, 827b65,-68,20
01:03.0, 827b65,-70,20
01:03.4, 827b65,-66,20
01:04.2, 827b65,-71,20
01:04.2, 827b65,-71,20
01:04.2, 827b65,-64,20
01:05.1, 827b65,-65,20
01:05.1, 827b65,-64,20
01:05.2, 827b65,-61,20
01:05.3, 827b65,-66,20
01:05.7, 827b65,-67,20
01:05.8, 827b65,-28,20
01:05.9, 827b65,-68,20
01:06.1, 827b65,-60,20
01:06.2, 827b65,-63,20
01:06.3, 827b65,-72,20
01:06.3, 827b65,-67,20
01:06.3, 827b65,-72,20
01:06.5, 827b65,-65,20
01:06.9, 827b65,-62,20
01:07.1, 827b65,-73,20
01:07.1, 827b65,-76,20
01:07.3, 827b65,-74,20
01:07.3, 827b65,-72,20
01:07.9, 827b65,-60,20
01:07.9, 827b65,-59,20
01:07.9, 827b65,-45,20
01:07.9, 827b65,-60,20
01:08.0, 827b65,-64,20
01:08.1, 827b65,-62,20
01:08.1, 827b65,-56,20
01:08.1, 827b65,-66,20
01:08.1, 827b65,-66,20
01:08.2, 827b65,-65,20
01:09.0, 827b65,-28,20
01:09.0, 827b65,-63,20
01:09.2, 827b65,-63,20
01:09.2, 827b65,-69,20
01:09.2, 827b65,-66,20
01:09.3, 827b65,-64,20
01:09.3, 827b65,-64,20
01:09.4, 827b65,-71,20
01:10.2, 827b65,-65,20
01:10.2, 827b65,-64,20
01:10.2, 827b65,-64,20
01:10.8, 827b65,-69,20
01:10.8, 827b65,-64,20
01:11.0, 827b65,-59,20
01:11.1, 827b65,-64,20
01:12.5, 349e4a,-68,20
01:12.7, 349e4a,-43,20
01:12.9, 349e4a,-74,20
01:13.1, 349e4a,-73,20
01:13.3, 349e4a,-72,20
01:13.3, 349e4a,-62,20
01:13.4, 349e4a,-63,20
01:13.5, 349e4a,-63,20
01:14.1, 349e4a,-65,20
01:14.2, 349e4a,-74,20
01:14.5, 349e4a,-64,20
01:14.5, 349e4a,-66,20
01:14.9, 349e4a,-66,20
01:14.9, 349e4a,-66,20
01:15.2, 349e4a,-72,20
01:15.4, 349e4a,-67,20
01:15.4, 349e4a,-65,20
01:15.5, 349e4a,-58,20
01:15.6, 349e4a,-67,20
01:15.6, 349e4a,-67,20
01:15.6, 349e4a,-72,20
01:15.6, 349e4a,-72,20
01:15.6, 349e4a,-70,20
01:15.7, 349e4a,-73,20
01:16.6, 349e4a,-54,20
01:16.6, 349e4a,-64,20
01:17.8, 349e4a,-74,20
01:18.0, 349e4a,-65,20
01:18.1, 349e4a,-76,20
01:18.3, 349e4a,-71,20
01:18.5, 349e4a,-65,20
01:18.5, 349e4a,-66,20
01:18.5, 349e4a,-75,20
01:19.1, 349e4a,-63,20
01:19.5, 349e4a,-60,20
01:19.5, 349e4a,-62,20
01:19.8, 349e4a,-70,20
01:19.9, 349e4a,-70,20
01:20.0, 349e4a,-59,20
01:20.0, 349e4a,-67,20
01:20.1, 349e4a,-57,20
01:20.5, 349e4a,-68,20
01:20.7, 349e4a,-68,20
01:20.7, 349e4a,-67,20
01:20.9, 349e4a,-64,20
01:21.2, 349e4a,-53,20
01:21.9, 349e4a,-66,20
01:22.0, 349e4a,-68,20
01:22.0, 349e4a,-76,20
01:22.1, 349e4a,-67,20
01:22.1, 349e4a,-68,20
01:22.4, 349e4a,-63,20
01:22.4, 349e4a,-62,20
01:22.4, 349e4a,-61,20
01:22.6, 349e4a,-70,20
01:22.6, 349e4a,-70,20
01:23.0, 349e4a,-69,20
01:23.2, 349e4a,-68,20
01:23.7, a8390e,-67,20
01:23.9, a8390e,-60,20
01:23.9, a8390e,-64,20
01:24.1, a8390e,-61,20
01:24.1, a8390e,-58,20
01:24.1, a8390e,-61,20
01:24.5, a8390e,-72,20
01:24.7, a8390e,-75,20
01:24.7, a8390e,-72,20
01:25.4, a8390e,-73,20
01:25.4, a8390e,-63,20
01:25.6, a8390e,-63,20
01:25.6, a8390e,-62,20
01:25.6, a8390e,-21,20
01:25.7, a8390e,-60,20
01:26.0, a8390e,-65,20
01:26.0, a8390e,-64,20
01:26.0, a8390e,-65,20
01:26.9, 09ce05,-46,20
01:27.6, a8390e,-72,20
01:27.6, a8390e,-65,20
01:27.9, a8390e,-63,20
01:27.9, a8390e,-39,20
01:27.9, a8390e,-64,20
01:28.1, a8390e,-63,20
01:28.1, a8390e,-62,20
01:28.7, a8390e,-73,20
01:28.7, a8390e,-63,20
01:28.7, a8390e,-64,20
01:28.9, a8390e,-64,20
01:28.9, a8390e,-58,20
01:29.7, a8390e,-74,20
01:29.7, a8390e,-75,20
01:29.7, a8390e,-68,20
01:29.8, a8390e,-48,20
01:30.2, a8390e,-71,20
01:30.3, a8390e,-69,20
01:30.3, a8390e,-72,20
01:30.5, a8390e,-71,20
01:31.1, a8390e,-72,20
01:31.1, a8390e,-75,20
01:31.1, a8390e,-72,20
01:31.5, a8390e,-69,20
01:31.5, a8390e,-72,20
01:31.5, a8390e,-21,20
01:31.5, a8390e,-64,20
01:31.6, a8390e,-63,20
01:31.6, a8390e,-62,20
01:31.8, a8390e,-61,20
01:32.5, a8390e,-78,20
01:32.6, a8390e,-80,20
01:32.6, a8390e,-65,20
01:33.1, a8390e,-72,20
01:33.1, a8390e,-71,20
01:33.2, a8390e,-75,20
01:33.2, a8390e,-75,20
01:33.3, a8390e,-70,20
01:33.4, a8390e,-75,20
00:00.8, 349e4a,-55,30
00:00.9, 349e4a,-74,30
00:01.0, 349e4a,-55,30
00:02.3, 349e4a,-72,30
00:02.3, 349e4a,-78,30
00:02.7, 349e4a,-55,30
00:02.7, 349e4a,-75,30
00:02.7, 349e4a,-75,30
00:04.0, 349e4a,-21,30
00:04.5, 349e4a,-67,30
00:04.6, 349e4a,-75,30
00:04.7, 349e4a,-66,30
00:04.7, 349e4a,-80,30
00:04.7, 349e4a,-67,30
00:04.7, 349e4a,-82,30
00:04.9, 349e4a,-81,30
00:05.0, 349e4a,-83,30
00:05.6, 349e4a,-74,30
00:05.7, 349e4a,-76,30
00:06.5, a8390e,-72,30
00:06.6, a8390e,-63,30
00:06.6, a8390e,-58,30
00:06.8, a8390e,-58,30
00:06.8, a8390e,-62,30
00:06.9, a8390e,-73,30
00:07.4, a8390e,-57,30
00:07.4, a8390e,-63,30
00:07.6, a8390e,-71,30
00:07.6, a8390e,-71,30
00:07.8, a8390e,-83,30
00:07.8, a8390e,-71,30
00:07.9, a8390e,-70,30
00:08.1, a8390e,-73,30
00:08.1, a8390e,-73,30
00:08.4, a8390e,-46,30
00:08.6, a8390e,-59,30
00:09.0, a8390e,-60,30
00:09.0, a8390e,-61,30
00:09.0, a8390e,-62,30
00:09.1, a8390e,-63,30
00:09.2, a8390e,-63,30
00:09.2, a8390e,-78,30
00:09.2, a8390e,-63,30
00:10.0, a8390e,-76,30
00:10.0, a8390e,-62,30
00:10.1, a8390e,-58,30
00:10.2, a8390e,-84,30
00:10.2, a8390e,-63,30
00:10.3, a8390e,-63,30
00:10.3, a8390e,-53,30
00:11.0, a8390e,-72,30
00:11.1, a8390e,-71,30
00:12.3, a8390e,-61,30
00:12.9, a8390e,-74,30
00:12.9, a8390e,-73,30
00:13.1, a8390e,-72,30
00:13.7, a8390e,-89,30
00:13.7, a8390e,-74,30
00:13.8, a8390e,-63,30
00:13.9, a8390e,-74,30
00:14.0, a8390e,-65,30
00:14.5, a8390e,-75,30
00:15.0, a8390e,-64,30
00:15.8, a8390e,-63,30
00:15.8, a8390e,-62,30
00:15.8, a8390e,-63,30
00:15.8, a8390e,-57,30
00:16.0, a8390e,-61,30
00:16.0, a8390e,-58,30
00:16.6, a8390e,-57,30
00:16.8, a8390e,-83,30
00:16.9, a8390e,-63,30
00:17.2, a8390e,-73,30
00:17.2, a8390e,-73,30
00:17.2, a8390e,-85,30
00:17.4, a8390e,-77,30
00:18.1, 8e276b,-73,30
00:18.6, 8e276b,-63,30
00:18.6, 8e276b,-63,30
00:19.4, 8e276b,-64,30
00:19.4, 8e276b,-68,30
00:20.3, 8e276b,-72,30
00:20.3, 8e276b,-82,30
00:20.3, 8e276b,-86,30
00:20.7, 8e276b,-71,30
00:21.1, 8e276b,-72,30
00:21.2, 8e276b,-72,30
00:21.2, 8e276b,-72,30
00:21.7, 8e276b,-62,30
00:21.7, 8e276b,-50,30
00:22.1, 8e276b,-65,30
00:22.1, 8e276b,-78,30
00:22.2, 8e276b,-76,30
00:22.5, 8e276b,-66,30
00:22.5, 8e276b,-60,30
00:22.6, 8e276b,-72,30
00:23.6, 8e276b,-81,30
00:24.5, 8e276b,-75,30
00:24.8, 8e276b,-61,30
00:25.2, 8e276b,-74,30
00:25.3, 8e276b,-77,30
00:25.4, 8e276b,-64,30
00:25.4, 8e276b,-60,30
00:25.6, 8e276b,-80,30
00:25.6, 8e276b,-65,30
00:25.6, 8e276b,-82,30
00:26.2, 8e276b,-63,30
00:27.3, 8e276b,-72,30
00:27.9, 8e276b,-66,30
00:27.9, 8e276b,-67,30
00:27.9, 8e276b,-66,30
00:29.5, 827b65,-79,30
00:29.8, 827b65,-62,30
00:30.0, 827b65,-63,30
00:30.0, 827b65,-63,30
00:30.6, 827b65,-66,30
00:30.6, 827b65,-82,30
00:30.7, 827b65,-67,30
00:30.8, 827b65,-70,30
00:31.0, 827b65,-71,30
00:31.0, 827b65,-66,30
00:31.1, 827b65,-81,30
00:32.2, 827b65,-61,30
00:32.7, 827b65,-76,30
00:32.9, 827b65,-74,30
00:32.9, 827b65,-77,30
00:32.9, 827b65,-59,30
00:33.0, 827b65,-71,30
00:33.1, 827b65,-45,30
00:33.8, 827b65,-70,30
00:34.3, 827b65,-68,30
00:34.6, 827b65,-69,30
00:34.6, 827b65,-62,30
00:35.1, 827b65,-79,30
00:37.0, 827b65,-54,30
00:37.0, 827b65,-81,30
00:37.2, 827b65,-52,30
00:37.2, 827b65,-65,30
00:37.2, 827b65,-80,30
00:38.0, 827b65,-63,30
00:38.7, 827b65,-83,30
00:38.8, 827b65,-60,30
00:38.9, 827b65,-79,30
00:40.2, 349e4a,-63,30
00:40.5, 349e4a,-65,30
00:40.5, 349e4a,-58,30
00:41.6, 349e4a,-74,30
00:41.6, 349e4a,-76,30
00:41.6, 349e4a,-89,30
00:41.6, 349e4a,-74,30
00:41.8, 349e4a,-78,30
00:41.8, 349e4a,-75,30
00:41.8, 349e4a,-75,30
00:41.8, 349e4a,-72,30
00:42.0, 349e4a,-72,30
00:42.0, 349e4a,-72,30
00:42.4, 349e4a,-89,30
00:42.4, 349e4a,-72,30
00:42.4, 349e4a,-72,30
00:42.4, 349e4a,-86,30
00:42.6, 349e4a,-71,30
00:43.1, 349e4a,-77,30
00:43.1, 349e4a,-78,30
00:44.0, 349e4a,-65,30
00:44.1, 349e4a,-76,30
00:44.2, 349e4a,-58,30
00:44.3, 349e4a,-71,30
00:44.4, 349e4a,-68,30
00:44.4, 349e4a,-78,30
00:44.6, 349e4a,-69,30
00:44.7, 349e4a,-84,30
00:45.5, 349e4a,-72,30
00:45.5, 349e4a,-79,30
00:45.5, 349e4a,-80,30
00:45.5, 349e4a,-72,30
00:45.5, 349e4a,-72,30
00:47.1, 349e4a,-79,30
00:47.1, 349e4a,-64,30
00:47.1, 349e4a,-66,30
00:48.4, 349e4a,-74,30
00:48.4, 349e4a,-89,30
00:49.6, 349e4a,-62,30
00:49.6, 349e4a,-62,30
00:49.6, 349e4a,-45,30
00:49.6, 349e4a,-78,30
00:49.8, 349e4a,-72,30
00:50.9, 349e4a,-63,30
00:51.0, 349e4a,-63,30
00:51.2, a8390e,-52,30
00:51.4, a8390e,-61,30
00:51.4, a8390e,-62,30
00:52.4, a8390e,-74,30
00:52.4, a8390e,-10,30
00:52.5, a8390e,-75,30
00:52.6, a8390e,-41,30
00:52.6, a8390e,-62,30
00:53.2, a8390e,-71,30
00:53.2, a8390e,-74,30
00:53.3, a8390e,-82,30
00:53.3, a8390e,-63,30
00:53.5, a8390e,-65,30
00:53.5, a8390e,-49,30
00:53.6, a8390e,-82,30
00:53.8, a8390e,-78,30
00:54.7, a8390e,-62,30
00:54.7, a8390e,-63,30
00:54.7, a8390e,-43,30
00:54.9, a8390e,-76,30
00:55.3, a8390e,-62,30
00:55.5, a8390e,-78,30
00:55.5, a8390e,-61,30
00:55.5, a8390e,-63,30
00:56.1, a8390e,-72,30
00:56.1, a8390e,-88,30
00:56.5, a8390e,-75,30
00:56.5, a8390e,-84,30
00:56.6, a8390e,-62,30
00:56.8, a8390e,-65,30
00:56.8, a8390e,-81,30
00:56.8, a8390e,-64,30
00:57.6, a8390e,-73,30
00:57.6, a8390e,-68,30
00:57.8, a8390e,-74,30
00:58.0, a8390e,-72,30
00:58.2, a8390e,-78,30
00:58.2, a8390e,-75,30
00:58.2, a8390e,-72,30
00:59.0, a8390e,-63,30
00:59.0, a8390e,-63,30
00:59.1, 9fc805,-85,30
00:59.6, a8390e,-77,30
00:59.6, a8390e,-74,30
00:59.6, a8390e,-71,30
00:59.7, a8390e,-83,30
01:00.0, a8390e,-73,30
01:00.0, a8390e,-72,30
01:00.1, a8390e,-63,30
01:00.2, a8390e,-83,30
01:00.2, a8390e,-76,30
01:00.2, a8390e,-72,30
01:00.2, a8390e,-84,30
01:00.2, a8390e,-71,30
01:00.4, a8390e,-63,30
01:00.8, a8390e,-71,30
01:01.0, a8390e,-79,30
01:01.1, a8390e,-53,30
01:01.1, a8390e,-61,30
01:01.3, a8390e,-63,30
01:02.2, 8e276b,-66,30
01:02.2, 8e276b,-54,30
01:02.2, 8e276b,-67,30
01:02.9, 8e276b,-75,30
01:02.9, 8e276b,-75,30
01:03.1, 8e276b,-85,30
01:03.1, 8e276b,-77,30
01:03.1, 8e276b,-72,30
01:03.7, 8e276b,-84,30
01:03.7, 8e276b,-70,30
01:03.7, 8e276b,-72,30
01:03.8, 8e276b,-70,30
01:04.3, 8e276b,-63,30
01:04.3, 8e276b,-79,30
01:04.7, 8e276b,-64,30
01:05.3, 8e276b,-64,30
01:05.8, 8e276b,-63,30
01:06.6, 8e276b,-70,30
01:08.2, 8e276b,-64,30
01:08.2, 8e276b,-64,30
01:08.4, 8e276b,-64,30
01:08.4, 8e276b,-66,30
01:08.4, 8e276b,-65,30
01:08.9, 8e276b,-65,30
01:09.2, 8e276b,-68,30
01:09.2, 8e276b,-66,30
01:09.2, 8e276b,-80,30
01:09.2, 8e276b,-57,30
01:09.6, 8e276b,-67,30
01:09.6, 8e276b,-56,30
01:10.1, 8e276b,-69,30
01:10.1, 8e276b,-70,30
01:10.1, 8e276b,-80,30
01:10.1, 8e276b,-72,30
01:10.5, 8e276b,-72,30
01:10.5, 8e276b,-75,30
01:10.7, 8e276b,-73,30
01:11.1, 8e276b,-72,30
01:11.1, 8e276b,-81,30
01:11.3, 8e276b,-79,30
01:11.7, 8e276b,-58,30
01:11.7, 8e276b,-63,30
01:11.7, 8e276b,-82,30
01:12.1, 8e276b,-65,30
01:12.1, 8e276b,-80,30
01:12.7, 8e276b,-78,30
01:12.7, 8e276b,-63,30
01:13.8, 827b65,-72,30
01:15.5, 827b65,-62,30
01:15.5, 827b65,-62,30
01:16.9, 827b65,-61,30
01:17.3, 827b65,-68,30
01:17.3, 827b65,-65,30
01:17.4, 827b65,-65,30
01:17.5, 827b65,-60,30
01:17.5, 827b65,-78,30
01:17.6, 827b65,-66,30
01:17.6, 827b65,-67,30
01:18.4, 827b65,-67,30
01:18.4, 827b65,-81,30
01:18.5, 827b65,-62,30
01:19.0, 827b65,-65,30
01:19.4, 827b65,-80,30
01:19.6, 827b65,-64,30
01:20.4, 827b65,-87,30
01:20.4, 827b65,-75,30
01:20.5, 827b65,-66,30
01:20.8, 827b65,-66,30
01:21.4, 827b65,-59,30
01:21.4, 827b65,-63,30
01:21.4, 827b65,-63,30
01:21.5, 827b65,-82,30
01:21.6, 827b65,-70,30
01:21.7, 827b65,-70,30
01:21.7, 827b65,-79,30
01:22.2, 827b65,-62,30
01:22.5, 827b65,-62,30
01:22.5, 827b65,-62,30
01:22.5, 827b65,-60,30
01:23.3, 827b65,-81,30
01:23.5, 827b65,-76,30
01:23.5, 827b65,-76,30
01:23.5, 827b65,-65,30
01:23.5, 827b65,-63,30
01:24.1, 827b65,-53,30
01:24.1, 827b65,-80,30
01:24.1, 827b65,-67,30
01:26.0, 349e4a,-73,30
01:26.0, 349e4a,-59,30
01:26.3, 349e4a,-74,30
01:26.3, 349e4a,-59,30
01:26.4, 349e4a,-62,30
01:26.4, 349e4a,-52,30
01:26.6, 349e4a,-63,30
01:27.4, 349e4a,-77,30
01:27.9, 349e4a,-74,30
01:28.4, 349e4a,-66,30
01:28.4, 349e4a,-68,30
01:28.5, 349e4a,-72,30
01:28.7, 349e4a,-72,30
01:28.7, 349e4a,-72,30
01:28.7, 349e4a,-72,30
01:28.7, 349e4a,-74,30
01:28.8, 349e4a,-66,30
01:28.8, 349e4a,-78,30
01:28.8, 349e4a,-77,30
01:28.9, 349e4a,-69,30
01:28.9, 349e4a,-72,30
01:29.1, 349e4a,-65,30
01:29.1, 349e4a,-63,30
01:29.1, 349e4a,-78,30
01:29.2, 349e4a,-77,30
01:31.0, 349e4a,-86,30
01:31.3, 349e4a,-79,30
01:31.3, 349e4a,-69,30
01:31.4, 349e4a,-75,30
01:31.4, 349e4a,-73,30
01:31.4, 349e4a,-86,30
01:32.0, 349e4a,-72,30
01:32.0, 349e4a,-75,30
01:33.4, 349e4a,-47,30
01:33.4, 349e4a,-81,30
01:33.4, 349e4a,-81,30
00:00.5, 827b65,-67,40
00:00.6, 827b65,-65,40
00:00.8, 827b65,-65,40
00:01.3, 827b65,-67,40
00:01.5, 827b65,-66,40
00:02.5, 349e4a,-55,40
00:02.5, 349e4a,-72,40
00:03.4, 349e4a,-74,40
00:04.1, 349e4a,-73,40
00:04.5, 349e4a,-66,40
00:04.5, 349e4a,-64,40
00:04.6, 349e4a,-70,40
00:04.9, 349e4a,-74,40
00:04.9, 349e4a,-67,40
00:04.9, 349e4a,-68,40
00:05.0, 349e4a,-65,40
00:05.1, 349e4a,-69,40
00:05.1, 349e4a,-69,40
00:05.6, 349e4a,-63,40
00:05.6, 349e4a,-71,40
00:06.8, 349e4a,-72,40
00:07.0, 349e4a,-72,40
00:07.5, 2a2e8e,-81,40
00:07.8, 349e4a,-65,40
00:07.8, 349e4a,-64,40
00:07.8, 349e4a,-49,40
00:08.0, 349e4a,-74,40
00:08.5, 349e4a,-62,40
00:08.5, 349e4a,-70,40
00:08.5, 349e4a,-71,40
00:09.1, 349e4a,-70,40
00:09.1, 349e4a,-56,40
00:09.5, 349e4a,-71,40
00:09.7, 349e4a,-71,40
00:10.1, 349e4a,-70,40
00:10.1, 349e4a,-72,40
00:10.1, 349e4a,-72,40
00:10.3, 349e4a,-71,40
00:10.3, 349e4a,-70,40
00:10.6, 349e4a,-67,40
00:10.6, 349e4a,-45,40
00:11.0, 349e4a,-75,40
00:11.9, 349e4a,-68,40
00:12.0, 349e4a,-63,40
00:12.3, 349e4a,-73,40
00:12.3, 349e4a,-50,40
00:13.2, 349e4a,-67,40
00:13.3, 349e4a,-70,40
00:13.3, a8390e,-10,40
00:13.4, 349e4a,-70,40
00:13.8, a8390e,-64,40
00:14.0, a8390e,-65,40
00:14.2, a8390e,-67,40
00:14.2, a8390e,-63,40
00:14.4, a8390e,-65,40
00:14.9, a8390e,-70,40
00:14.9, a8390e,-75,40
00:15.0, a8390e,-71,40
00:16.2, a8390e,-68,40
00:16.2, a8390e,-68,40
00:16.2, a8390e,-62,40
00:16.4, a8390e,-68,40
00:16.4, a8390e,-68,40
00:17.1, a8390e,-55,40
00:17.1, a8390e,-68,40
00:17.3, a8390e,-67,40
00:17.3, a8390e,-66,40
00:17.8, a8390e,-72,40
00:18.0, a8390e,-73,40
00:19.1, a8390e,-76,40
00:19.1, a8390e,-75,40
00:19.3, a8390e,-74,40
00:19.3, a8390e,-72,40
00:19.3, a8390e,-69,40
00:19.3, a8390e,-70,40
00:19.5, a8390e,-73,40
00:19.6, a8390e,-77,40
00:19.9, a8390e,-68,40
00:20.0, a8390e,-67,40
00:21.0, a8390e,-67,40
00:21.1, a8390e,-70,40
00:22.0, a8390e,-69,40
00:22.0, a8390e,-70,40
00:22.0, a8390e,-67,40
00:22.0, a8390e,-50,40
00:22.2, a8390e,-72,40
00:22.7, a8390e,-72,40
00:22.8, a8390e,-65,40
00:22.8, a8390e,-67,40
00:23.0, a8390e,-66,40
00:23.0, a8390e,-65,40
00:24.4, 8e276b,-72,40
00:24.4, 8e276b,-72,40
00:24.4, 8e276b,-72,40
00:25.2, 8e276b,-66,40
00:25.6, 8e276b,-66,40
00:25.6, 8e276b,-72,40
00:25.6, 8e276b,-75,40
00:26.4, 8e276b,-66,40
00:26.6, 8e276b,-65,40
00:26.7, 8e276b,-63,40
00:27.0, 8e276b,-70,40
00:27.2, 8e276b,-70,40
00:28.7, 8e276b,-72,40
00:28.9, 8e276b,-64,40
00:28.9, 8e276b,-57,40
00:28.9, 8e276b,-63,40
00:29.1, 8e276b,-72,40
00:29.3, 8e276b,-72,40
00:29.9, 8e276b,-66,40
00:30.1, 8e276b,-70,40
00:30.1, 8e276b,-70,40
00:30.1, 8e276b,-62,40
00:30.6, 8e276b,-73,40
00:31.0, 8e276b,-72,40
00:31.0, 8e276b,-71,40
00:32.0, 8e276b,-66,40
00:32.2, 8e276b,-66,40
00:34.0, 8e276b,-72,40
00:34.1, 8e276b,-69,40
00:34.1, 8e276b,-71,40
00:35.3, 827b65,-67,40
00:35.6, 827b65,-68,40
00:35.6, 827b65,-72,40
00:36.4, 827b65,-68,40
00:36.4, 827b65,-67,40
00:37.2, 827b65,-64,40
00:37.3, 827b65,-75,40
00:38.3, 827b65,-63,40
00:38.4, 827b65,-70,40
